As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Statistical Area 2,Number of offences
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Alligator,1
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Barkly,1
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Daly,2
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Elsey,4
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Gulf,4
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Sandover - Plenty,2
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Tanami,2
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Thamarrurr,2
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Tiwi Islands,2
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,Weddell,1
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,NT Balance,West Arnhem,1
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Palmerston,-,7
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Tennant Creek,-,11
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Alice Springs,-,7
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Darwin,-,3
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Anindilyakwa,1
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,East Arnhem,1
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Petermann - Simpson,4
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Tanami,2
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Thamarrurr,5
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Victoria River,1
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,NT Balance,Yuendumu - Anmatjere,2
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,DV,Tennant Creek,-,4
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Alice Springs,-,19
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Darwin,-,30
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Katherine,-,3
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Nhulunbuy,-,1
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Howard Springs,1
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,NT Balance,Sandover - Plenty,1
1/03/2020,2011,9,Acts intended to cause injury,Assault,Alcohol involvement unknown,Non-DV,Palmerston,-,4
